Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
101-dalmations-love-calling-necklace,,"<meta charset=""utf-8"">
<p><span>This stunning necklace is the absolute perfect gift. </span><br><br><span>Guaranteed to make you smile and show how much they mean to you</span><br><br><span>The pendant is made out of solid .925 sterling silver for the highest quality shine possible.</span><br><br><strong>Limited Time Only<span> </span></strong><br><span>This item is NOT available in stores.</span><br><br><span><strong>Guaranteed safe checkout:</strong></span><br><span>PAYPAL | VISA | MASTERCARD</span><br><br><span>Click Add To Cart</span><strong><span> </span></strong><span>To Order Yours!</span></p>
<p><strong>Shipping Info</strong></p>
<div class=""tab-content"">
<div role=""tabpanel"" class=""tab-pane active"" id=""us"">
<div>You will receive your order within 17-20 business days</div>
</div>
</div>
<p><span> </span></p>",Shop Unique One,necklace,A1,true,Choose Your Chain Material,Sterling silver - 18 inches Chain,,,,,A01SC0000342A,0,,-668,deny,manual,39.99,79.99,true,true,,,1,,false,,,,,,,,,,,,,,,,,kg,,
